資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
130710,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區金門街311號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區金門街311號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130711,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區雨農路56號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區雨農路56號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130712,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區南雅南路1段8-8號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區南雅南路1段8-8號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130713,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區南雅南路2段21號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區南雅南路2段21號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130714,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區英士路198號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區英士路198號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130715,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區英士路53號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區英士路53號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130716,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區國光路176號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區國光路176號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130717,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區國光路43號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區國光路43號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130718,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區國光路45號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區國光路45號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130719,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區國慶路204號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區國慶路204號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130720,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區莊敬路156號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區莊敬路156號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130721,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區陽明街46-2號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區陽明街46-2號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130722,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區新海路386號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區新海路386號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130723,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區實踐路113號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區實踐路113號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130724,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區漢生東路324號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區漢生東路324號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130725,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區廣和街90號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區廣和街90號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130726,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區龍興街51號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區龍興街51號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130727,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區雙十路1段164號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區雙十路1段164號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130728,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區懷仁街92號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區懷仁街92號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130729,新北市幼兒常規疫苗接種合約醫療院所-新北市金山區五湖里玉湖路7號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市金山區五湖里玉湖路7號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130730,新北市幼兒常規疫苗接種合約醫療院所-新北市泰山區明志路1段271號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市泰山區明志路1段271號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130731,新北市幼兒常規疫苗接種合約醫療院所-新北市泰山區明志路2段336號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市泰山區明志路2段336號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130732,新北市幼兒常規疫苗接種合約醫療院所-新北市泰山區明志路2段62號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市泰山區明志路2段62號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130733,新北市幼兒常規疫苗接種合約醫療院所-新北市泰山區貴子路69號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市泰山區貴子路69號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130734,新北市幼兒常規疫苗接種合約醫療院所-新北市淡水區中山路7號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市淡水區中山路7號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130735,新北市幼兒常規疫苗接種合約醫療院所-新北市淡水區中正東路53-8號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市淡水區中正東路53-8號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130736,新北市幼兒常規疫苗接種合約醫療院所-新北市淡水區北新路175號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市淡水區北新路175號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130737,新北市幼兒常規疫苗接種合約醫療院所-新北市淡水區北新路182巷61號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市淡水區北新路182巷61號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130738,新北市幼兒常規疫苗接種合約醫療院所-新北市淡水區民生路45號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市淡水區民生路45號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130739,新北市幼兒常規疫苗接種合約醫療院所-新北市淡水區民族路31號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市淡水區民族路31號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130740,新北市幼兒常規疫苗接種合約醫療院所-新北市淡水區民族路50巷1號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市淡水區民族路50巷1號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130741,新北市幼兒常規疫苗接種合約醫療院所-新北市淡水區重建街198號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市淡水區重建街198號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130742,新北市幼兒常規疫苗接種合約醫療院所-新北市淡水區新市一路三段36號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市淡水區新市一路三段36號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130743,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區中正路241號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區中正路241號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130744,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區中正路362號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區中正路362號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130745,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區中正路396號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區中正路396號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130746,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區北新路一段21號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區北新路一段21號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130747,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區北新路一段56號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區北新路一段56號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130748,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區北新路三段104號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區北新路三段104號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130749,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區北新路三段165號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區北新路三段165號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130750,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區安成街32號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區安成街32號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130751,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區安成街38號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區安成街38號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130752,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區安康路二段146號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區安康路二段146號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130753,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區安康路二段99號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區安康路二段99號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130754,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區車子路15號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區車子路15號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130755,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區玫瑰路14號一樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區玫瑰路14號一樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130756,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區建國路226號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區建國路226號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130757,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區建國路289號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區建國路289號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130758,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區溪園路383號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區溪園路383號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130759,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區寶橋路4號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區寶橋路4號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130760,新北市幼兒常規疫苗接種合約醫療院所-新北市新店區寶橋路54號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新店區寶橋路54號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130761,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區中正路243號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區中正路243號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130762,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區中正路794號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區中正路794號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130763,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區中正路82-1號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區中正路82-1號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130764,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區中正路879-3號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區中正路879-3號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130765,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區中和街149號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區中和街149號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130766,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區中原路146號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區中原路146號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130767,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區中華路2段47號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區中華路2段47號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130768,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區中誠街40號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區中誠街40號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130769,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區公園路58號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區公園路58號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130770,新北市幼兒常規疫苗接種合約醫療院所-新北市新莊區民安西路195-1號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市新莊區民安西路195-1號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
