ID,開放建議標題,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,派發機關,分派狀態,回復狀態
45604,歷年台南人口數相關資訊,歷年台南人口數相關資訊,年度、行政區、性別、居住人口數、出生人口數、死亡人口數、遷入人口數、遷出人口數,希望以此數據分析台南地區相關資訊，如區域人口數變化、人口密度變化、性別人口數變化、自然增減變化、社會增減變化化、成長率、老化率等，並分析歷年趨勢。雖台南市政府名政局有類似公開資訊，但因歷年欄位不盡相同、縣市合併前後也未統整，且提供之資料都以統計表格式為主，又依年份放入不同分頁，不容易在做進一步之利用。因此希望能取得民國82~106年、依每年度、每行政區、每性別為一列之RawData（如下所示），以放入大數據相關軟體做相關分析，謝謝。<br/><br/>↓希望取得之格式，範例數值為隨意帶入<br/>年度行政區性別居住人口數出生人口數出生人口數死亡人口數遷入人口數遷出人口數<br/>106新營區男257230100100100100<br/>106新營區女300200100100100100<br/>106鹽水區男<br/>106鹽水區女<br/>106白河區男<br/>106白河區女<br/>106柳營區男<br/>106柳營區女<br/>106後壁區男<br/>106後壁區女<br/>106東山區男<br/>106東山區女<br/>106麻豆區男<br/>106麻豆區女<br/>106下營區男<br/>106下營區女<br/>106六甲區男<br/>106六甲區女<br/>106官田區男<br/>106官田區女<br/>106大內區男<br/>106大內區女<br/>106佳里區男<br/>106佳里區女<br/>106學甲區男<br/>106學甲區女<br/>106西港區男<br/>106西港區女<br/>106七股區男<br/>106七股區女<br/>106將軍區男<br/>106將軍區女<br/>106北門區男<br/>106北門區女<br/>106新化區男<br/>106新化區女<br/>106善化區男<br/>106善化區女<br/>106新市區男<br/>106新市區女<br/>106安定區男<br/>106安定區女<br/>106山上區男<br/>106山上區女<br/>106玉井區男<br/>106玉井區女<br/>106楠西區男<br/>106楠西區女<br/>106南化區男<br/>106南化區女<br/>106左鎮區男<br/>106左鎮區女<br/>106仁德區男<br/>106仁德區女<br/>106歸仁區男<br/>106歸仁區女<br/>106關廟區男<br/>106關廟區女<br/>106龍崎區男<br/>106龍崎區女<br/>106永康區男<br/>106永康區女<br/>106東區男<br/>106東區女<br/>106南區男<br/>106南區女<br/>106北區男<br/>106北區女<br/>106安南區男<br/>106安南區女<br/>106安平區男<br/>106安平區女<br/>106中西區男<br/>106中西區女<br/>.....<br/>105新營區男<br/>105新營區女<br/>105鹽水區男<br/>105鹽水區女<br/>...<br/>104<br/>(以此類推)<br/><br/>,2182,H***g,2017/05/1722:43,臺南市政府,已分派,已回復
45637,提供司法院家事事件公告資料,新增司法院家事事件公告資料有關監護輔助宣告事件,"身分證,姓名,公告事項,案號<br/>如身分證字號可完整提供,姓名則可不需提供<br/>如不便提供完整身分證字號,則請提供身分證+姓名<br/>其中身分證為隱碼資訊固定中間4碼為*,例A12****789,姓名第二個字為全形*例:張＊三","個人從事銀行相關業務,如蒙提供家事事件資料則可促進作業自動化,<br/>減少人工查詢比對的作業時間,以增進效率<br/>謝謝",4663,謝***亮,2017/05/1908:11,司法院,已分派,已回復
45671,全國寵物注射狂犬病疫苗證明資料集,全國寵物注射狂犬病疫苗證明集,寵物名、寵物別、晶片號碼、性別、品種、毛色、特徵、注射狂犬病疫苗證明牌號碼、注射日期、下次注射日期、發證單位(獸醫院)、發證單位縣市、飼主姓名、飼主連絡電話、飼主Email、資料建立時間日期、資料更新時間日期,有鑑於法規政策，寵物每年需例行施打一次狂犬病預防疫苗，並隨時配戴證明頸牌於公共場所上，飼主有可能會因為忘記施打日期而錯過例行性的預防工作，所以想請政府機關提供此資料集來作活化應用等等。,2099,T***i,2017/05/1915:04,行政院農業委員會,已分派,已回復
45673,司法院大法官釋憲資料庫,您好，希望可以公布司法院大法官的釋憲資料庫。<br/>以json的方式釋出所有釋字與意見書。<br/>謝謝！,解釋文、解釋理由書、大法官意見書、做成日期等等,希望能作為學術用途，另外一方面，司法院的網站不太好用，希望能設計出比較好用的。,419,蔡****,2017/05/1916:55,司法院,已分派,已回復
45684,"各縣市政府及機關有關""建築物公共安全檢查申報抽複查委託案""得標團體或廠商統計資訊",建築物公共安全檢查申報抽複查委託案,建築物公共安全檢查,"綜觀各縣市及機關歷年有關""建築物公共安全檢查申報抽複查委託案"",其得標廠商不外乎某專業團體所攘括,該""建築物公共安全檢查複查""採購案評選委員並無具備該類專長之委員(依工程會專家建議名單),本於建築物的公共安全檢查涉及防火避難設施及設備的建築防災專業技術，執行申報專業檢查人除需諳複雜的相關法規正確執行檢查工作外,其「專業簽證制度」不容些許""人為因素""左右標案其公平與公正性,亟需進一步研究及分析研擬一套更可行及公平的標案採購標準,以避免非專業審查專業之疑慮,期符合便民及兼顧社會安全才是我們共同努力的方向，勿再為少數特定人，破壞建物公安檢查簽證申報及複查制度。",454,n***2,2017/05/2115:53,內政部,已分派,已回復
45691,違反環境保護相關法令之各地方政府環保局裁罰處分罰單資料,違反環境保護相關法令之各地方政府環保局裁罰處分罰單資料,行為人名稱<br/>事業統一編號或其他可資識別之事業uniqueid<br/>違反事實<br/>違反法令<br/>裁處法令<br/>裁處日期<br/>裁處金額<br/>訴願情形及訴願結果,臺北市政府曾公開一次《臺北市政府環境保護局公開事業違反環保法令罰鍰裁處資料》https://goo.gl/jPoIOG、https://goo.gl/vDCY8I），但並沒有持續更新的專區，也未與中央主管機關環保署的裁罰資料整合，是用難以利用的封閉pdf格式公開資料，甚至還將資料pdf檔案加密禁止複製。<br/><br/>並且，全國的裁罰資料，沒有統一公開的格式和規範，也未提供企業可資識別的uniqueid，各主管機關資料無法合併整合，企業產生跨縣市的污染無法追蹤。<br/><br/>這些資料若未能用API方式釋出，也應當用較為通用的csv、xml、json，或是任何開放軟體可使用的試算表格式釋出。,786,Y***J,2017/05/2312:04,行政院環境保護署,已分派,已回復
45692,立法院預算中心研究報告,立法院法制局及預算中心研究報告,研究全文,立法院預算中心及法制局研究成果，為立法院每年編列預算，由研究員對重大公益相關之法案和預算進行研究，有許多與國政重要主題相關且品質精良的研究報告，這些報告是公民與公民委任之立法委員對法案更深入審議所必須之資料，但過去只給少數認真問政的立法委員和助理取用，喪失其作原本應當具有的公益價值。建議應依《政府資訊公開法》第七條「政府機關編列預算委託專家、學者進行之報告或派赴國外從事考察、進修、研究或實習人員所提出之報告」主動公開報告內容。http://www.ly.gov.tw/06_lyacc/search/accList.action?id=6,695,Y***J,2017/05/2312:44,立法院,已分派,未回復
45712,身心障礙超額進用義務單位名單,身心障礙超額進用義務單位名單,身障超額進用義務單位名單，揭露「機關性質」、「進用人數」、「法定人數」,貴單位有公布各月份「身障定額進用不足額義務單位名單」，然未公布超額進用單位，僅部分縣市在網站公布，或由勞動部提供新聞稿揭露，未有完整統計表單。<br/>本人為國立大學研究生，欲探討廠商進用身心障礙者可能因素，希望能取得超額進用單位名單，格式同不足額義務單位名單，並以月份為公布單位。<br/>此外，公布超額進用廠商亦為一種獎勵方式，請貴單位參考，感謝。,509,L***a,2017/05/2411:31,勞動部,已分派,已回復
45796,泛公務單位原住民族身分統計,各既有統計資料集加入具備原住民族身分的項目,各既有統計資料集加入具備原住民族身分的項目,您好:<br/>因為看到行政院性別平等會https://www.gender.ey.gov.tw/gecdb/，有將各種統計都性別分列，也才突然覺得，因為實際上各種考試進用措施，的確有區分原住民族身分，但是並沒有顯示在統計中。<br/><br/>然後查了下原民會也沒有具備原住民族身分與否的統計。<br/>1.原民會各種統計<br/>http://www.apc.gov.tw/portal/docList.html?CID=2C938942E2AC7096<br/><br/>再查銓敘部，應該是資料最詳細的，但是看起來也缺乏具備原住民族身分與否的統計。<br/>2.銓敘部各種統計<br/>http://www.mocs.gov.tw/pages/law_list.aspx?Node=1199&Index=4<br/><br/>戶政司於部分項目比如說總人口數與出生數，就有分列原住民族身分者。<br/>3.http://www.ris.gov.tw/zh_TW/346<br/><br/>外交部也沒有具備原住民族身分與否者的統計項目。<br/>4.外交部106年3月底本部(含所屬)及駐外機構人員數<br/>http://www.mofa.gov.tw/News_Content.aspx?n=6ECBB4A7E1125F2A&sms=3902743D4D458DCD&s=EE204812A638D2DC<br/><br/>因此想請教，是否能讓各種相關公務統計中，既有人員統計的部分，都能納入顯示具備原住民族身分與否。<br/>謝謝,406,f****,2017/05/2722:22,銓敘部,已分派,已回復
45876,交通部交通路網數值圖,交通路網數值圖與相關地理圖資,向量檔,因交通部現行路網數值圖尚未開放向量檔，圖層數量也不夠豐富，請主管機關考量提供。感謝！,853,楊***勳,2017/05/3119:34,內政部,已分派,已回復
45877,交通部民航局機場天氣報告,METAR<br/><br/><br/>,國內機場資料,METAR在全球航空資料庫只會有全球國際機場部分的資料，缺乏臺灣「國內機場」的資料，希望民航局能開放，感謝！,642,楊***勳,2017/05/3119:42,交通部,已分派,已回復
45878,歷史交通事故資料,歷史交通事故資料,1.環境、2.駕駛人、3.車輛(非相關個人隱私外之所有資料欄位)<br/><br/>出廠年月、顏色、能源種類、廠牌名稱、限制事項、排氣量、座位數/駕駛室座位數、特殊車種、車型名稱、車身式樣、車長、車寬、車高、軸距、軸組型態、輪胎尺吋、輪胎數、汽缸數、前輪距、後輪距、車重、載重、總重、總聯結重、第5輪載重、車種等。,雲林科技大學研究所之學術研究,659,N****,2017/05/3121:00,交通部,已分派,已回復
45922,請開放台北及高雄捷運站各站每日進出資料,台北及高雄捷運站各站每日進出資料<br/>,台北及高雄捷運站各站每日進出資料,國外每天都有公布，即時抓取建議每日可公布，逐時資料較大，或可採取須付費方式開放<br/>,349,黃***軒,2017/06/0216:15,臺北市政府,已分派,已回復
45924,臨時路權申請(名俗典禮、體育賽事、封路相關資訊等),臨時路權申請(封路、名俗典禮、體育賽事等),路權申請字號<br/>申請人/單位<br/>申請時間<br/>核准時間<br/>核准單位<br/>路權使用時間(起)<br/>路權使用時間(止)<br/>申請使用道路理由<br/>臨時使用道路範圍地址(起)<br/>臨時使用道路範圍地址(止)<br/>路權使用備註<br/>(更希望有路權使用範圍的經緯度標記),路權申請資料零碎甚至無處查詢，<br/>公開透明的路權申請資料可讓路權不被濫用且更加親民，<br/>透過加值處理後，可讓全民一起監督路權使用情況。<br/><br/>,6113,E***y,2017/06/0223:52,交通部,已分派,已回復
45939,"請開放全台灣""各間醫院""各科總病床數的rawdata資料集",醫院急診資源,醫院名稱、急診病床數、急診醫師人力數、滿床通報註記與時間、急診人數、急診設備數、醫院地址,想解決急診壅塞與到院前決策問題，若開放供業界加值開發，可將開發之研究成果回饋單位主管機關(如衛福部醫事司、臺北市政府衛生局、消防局)，提供政策測制定之參考，進而降低急診壅塞率,418,黃***軒,2017/06/0310:25,衛生福利部,已分派,已回復
45945,請提供得申請「身心障礙日間照顧及住宿式費用補助」/「公費安置」/「老人假牙補助」之機構名冊,得申請「身心障礙日間照顧及住宿式費用補助」/「公費安置」/「老人假牙補助」之機構名冊,機構名稱、縣市、區域、地址、電話、收容對象、床位數、評鑑等級,讓具身心障礙、(中)低收入戶資格的民眾快速查詢，哪些安養護機構有政府補助。供符合假牙補助申請資格的民眾快速查詢，應至哪些診所進行診療。,484,黃***軒,2017/06/0312:04,衛生福利部,已分派,已回復
45964,請提供全國可認養海岸1338段的區段名稱,全國可認養海岸區段名稱,https://ecolife2.epa.gov.tw/coastal/SeaResult.aspx?sid=422&bllat=25.222859597176992&bllng=121.64691209793092&trlat=25.22674190232313&trlng=121.65343523025514,個人認為如果將可認養海岸的區段資料開放，讓淨灘淨海的區段名稱可以統合，可讓有意願參與淨灘的團體，可以更容易動員群眾淨灘。<br/>其論點是，既使是很積極想要淨灘的團體，也要面對很多的困難。比如宣傳、與當地環保單位派車的接洽、動員群眾、專業的工具等等。<br/>但其中最重要的還是在宣傳與動員群眾上，就目前個人經常去參與淨灘的經驗是，愈是偏僻地方與當地的淨灘團體，愈難宣傳動員。<br/>既使是企業團體能夠提供專業的工具來淨灘，但海漂垃圾是隨著潮汐擱淺在岸邊，今天清完後，隔個幾天又會累積很可觀的垃圾量。<br/>至目前為止也沒有遇過一個企業團體的淨灘計畫，是每一個禮拜都能執行的，因為這樣的運作強度太強，就連工作人員都可能不堪負荷。<br/>但如果能將各地可認養的海岸區段資料開放，就能設計出一個更直觀的運作平台，容易看出哪裡有淨灘活動發起的狀態。<br/><br/>,548,李***維,2017/06/0510:05,行政院環境保護署,已分派,已回復
46031,請研議加重「紅燈右轉」罰金額度，以合乎危害程度之比例,交通部,標題、建議原因,"敬啟者，您好：<br/><br/>下列兩項違法行為，目前的裁處金額不符比例，敬請研議修改。<br/><br/>按現行「違反道路交通管理事件統一裁罰基準表」規定：<br/><br/>(1)停等紅燈時超越停止線（不遵守道路交通標誌、標線、號誌之指示：第六十條第二項第三款），現行實際罰900元。<br/>(2)紅燈右轉（紅燈右轉：第五十三條第二項，處新臺幣六百元以上一千八百元以下罰鍰），現行實際罰600元。<br/><br/>前者(1)尚未通過路口，其實並不造成危險，不易產生事故；後者(2)已進入路口並轉彎行駛，常造成綠燈車輛驚嚇或追撞。兩者同樣危急走在行人穿越道上之行人。但是前者(1)罰900元，後者(2)卻僅罰600元，明顯與危害程度的比例不合。既然，闖紅燈可罰1800-2700，建議紅燈右轉至少（亦屬於闖紅燈之一種）應罰1,200元（亦合乎第五十三條第二項之600-1800），以「比超越停止線重，但比直行闖紅燈輕」為原則，亦可減少紅燈右轉造成之事故。",491,江***信,2017/06/0720:09,本平臺營運窗口,已分派,已回復
46046,重要水利工程構造物,重要水利工程構造物<br/>,重要水利工程構造物,可協助進行產製淹水模擬資料，作為颱洪時期水情預報的參考<br/>,351,黃***軒,2017/06/0810:04,經濟部,已分派,已回復
46048,各縣市政府市政信箱/1999資訊,各縣市政府市政信箱/1999資訊,縣市名稱、縣市內1999電話、縣市外1999電話、縣市市政信箱網頁、縣市市政電子郵件信箱地址,提供民眾縣市政府1999電話(縣市內外)與電子郵件信箱，以供民眾使用<br/><br/>欄位說明：<br/>縣市名稱-該縣市名稱<br/>縣市內1999電話-民眾於該縣市內播打1999電話之電話號碼<br/>縣市外1999電話-民眾於別縣市撥打該縣市1999電話之電話號碼<br/>縣市市政信箱網頁-該縣市線上反應市政/民意之網頁<br/>縣市市政電子郵件信箱地址-該縣市讓民眾使用電子郵件寄信反應市政/民意之電子郵件信箱地址,1913,T***R,2017/06/0812:36,"嘉義市政府,屏東縣政府,臺中市政府,臺北市政府,花蓮縣政府,苗栗縣政府",已分派,已回復
46081,你好，我想要更健全的全台灣各縣市步道調查資料,台北市步道調查資料<br/>新北市步道調查資料<br/>基隆市步道調查資料<br/>宜蘭縣步道調查資料<br/>新竹縣市步道調查資料<br/>苗栗縣步道調查資料<br/>台中市步道調查資料<br/>南投,區域、步道系統、步道名稱、調查長度(KM)、步道分類、步道分級(親子級、勇腳級、山友級)、起點(經緯度)、訖點(經緯度)、步道簡介,因為研究需求，在蒐集全國步道資料，<br/>但發現僅有桃園市步道調查資料、彰化縣健走步道資料、森林步道三個建檔的步道資料，<br/>其中森林步道僅公布部分主要幹道資料，<br/>部分縣市正式是各自公告在其網站上，<br/>但並無建立在開放資料平台上，<br/>筆者望政府開放各縣市地方步道資料，<br/>並希望能夠以excel檔的方式，提供給大家參考，<br/>也讓山友能透過步道，認識更美麗的台灣山林。<br/>-----<br/>台北市步道調查資料<br/>新北市步道調查資料<br/>基隆市步道調查資料<br/>宜蘭縣步道調查資料<br/>新竹縣市步道調查資料<br/>苗栗縣步道調查資料<br/>台中市步道調查資料<br/>南投縣步道調查資料<br/>彰化縣步道調查資料<br/>雲林縣步道調查資料<br/>嘉義縣市步道調查資料<br/>台南市步道調查資料<br/>高雄市步道調查資料<br/>屏東縣步道調查資料<br/>台東縣步道調查資料<br/>花蓮縣步道調查資料<br/>澎湖縣步道調查資料<br/>連江縣步道調查資料<br/>馬祖縣步道調查資料,341,z***g,2017/06/0901:28,行政院農業委員會,已分派,已回復
46113,請開放海岸堤防資訊,海岸堤防資訊<br/>,"""水門、抽水站圖資，內容包含名稱、編號、坐標、水門高度、水門寬度、水門類型、水利屬性<br/>堤防圖資，內容包含堤防名稱、堤防編號、堤防高度、堤防寬度、堤防類型(此資料為Shp檔)""",可協助進行產製淹水模擬資料，作為颱洪時期水情預報的參考,1154,黃***軒,2017/06/0914:31,經濟部,已分派,已回復
46154,"請開放全國危險化學物品(易燃,易爆,有毒)槽車運輸路線監控資訊","全國危險化學物品(易燃,易爆,有毒)槽車運輸路線監控資訊",化學品品名、槽車載運量及頻率、行駛路線及沿途人口分佈、法規與SOP,開放可供評估社會風險並尋求風險降低至合理可行，壞處是可能引起相關民眾恐慌或提供恐怖攻擊的資訊。<br/>,422,黃***軒,2017/06/0916:43,行政院環境保護署,已分派,已回復
46157,新竹市東區區公所禮堂及會議室租借用申請,禮堂、會議室租借申請書<br/><br/><br/>,公共資訊,資訊公開,398,新***所,2017/06/0921:59,本平臺營運窗口,已分派,已回復
46190,請開放有關進出口海空運貿易貨物即時貨況追蹤資訊,進出口海空運貿易貨物即時貨況追蹤資訊,NVOCC、船東、船舶名稱、IMO號碼、航次、船舶類型、貨物唯一追蹤號碼UCR、發貨日期、收貨日期、貨物品名、提單號碼，即進出口貨物之抵港、進倉(貨櫃場/空運站)、報關、放行、出倉(貨櫃場/空運站)、離港等全程即時貨況追蹤資訊。,美國有開放進出口艙單預報之相關明細提供民眾查詢,306,黃***軒,2017/06/1210:37,財政部,已分派,已回復
46191,請開放台灣港口進出船舶明細,台灣港口進出船舶明細,船東名稱、船舶名稱、IMO號碼、船舶類型、船舶噸位、船舶長度、船舶呼號、卸貨櫃數、船舶預抵港時間ETA、船舶預離港時間ETD、進出港口,目前已有部分的開放資料，例如:臺灣港務股份有限公司已開放花蓮港船舶即時動態,486,黃***軒,2017/06/1210:54,交通部,已分派,已回復
46192,請開放進口貨物危險品通關資訊,進口貨物危險品通關資訊,危險品種類、危險等級、數量、進港預報、進港碼頭、清關提領狀態,有利路政單位與環保署控管監督，維護危險品在國內運輸安全，以及意外狀況之即時正確救援。<br/>,622,黃***軒,2017/06/1210:56,本平臺營運窗口,已分派,已回復
46193,請開放關稅配額進口貨物數量與價值統計表,關稅配額進口貨物數量與價值統計表<br/>,空運貨物數量、空運進口量、海運貨物數量、海運進口量,可提供給客戶台灣進口統計查詢<br/>,313,黃***軒,2017/06/1211:03,財政部,已分派,已回復
46194,請開放道路交通流量即時資料,道路交通流量即時資料,即時監測時間、道路、流量、監測站、監測站經緯度,使電子商務平台能夠提供更多服務予使用者，顯示各路段車流量，增加使用者依賴程度，如規劃最快至商家的路線。,1704,黃***軒,2017/06/1211:13,"嘉義市政府,基隆市政府,屏東縣政府,臺北市政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府",已分派,未回復
46195,請開放停車場及剩餘數量資訊,停車場及剩餘數量資訊,縣市、停車場名稱、停車場總數量、剩餘車位數、停車場地址、停車場收費資訊、時間,已有部分資料開放，例如臺北市政府資料開放平台已開放臺北市停車資訊,1783,黃***軒,2017/06/1211:30,"嘉義市政府,基隆市政府,宜蘭縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府",已分派,未回復
46196,請開放家庭收支調查－平均每戶家庭各類別消費收支分類資料,家庭收支調查－平均每戶家庭各類別消費收支,縣市區域、消費支出類別項目、個別消費支出金額、經常性總支出、非消費總支出、消費總支出、可支配所得,雖有相關資料開放（家庭收支調查/主計總處/每年）但實際上無細部分類資料<br/>,315,黃***軒,2017/06/1211:33,行政院主計總處,已分派,已回復
46197,請開放商品條碼ISBN及對應圖檔,商品條碼ISBN及對應圖檔,"""書名、作者、出版單位、出版時間、版本項、國際標準書號(ISBN)、ISBN圖檔<br/>比方說食品類或通訊類產品的形式認證碼，取得政府要求EC業者提供的必展示揭露的商品資訊""",提升電子商務平台服務的資訊品質，除了現行開放的ISBN號碼之外（希望能不斷更新），若能有ISBN條碼的「圖檔」，更方便與平台客戶交流（可直接掃描圖檔做延伸應用…etc）,380,黃***軒,2017/06/1211:39,教育部,已分派,已回復
46198,請開放食安三級品管稽查資料,食安三級品管稽查資料,稽查食品品項、稽查量、比例、第三方公正單位檢驗報告、稽查時間、檢案流程、查廠表單與文字記錄、業者自主登錄與管理執行比例、查緝成效,對於食品安全政策與執行情形，全民可共同參與並監督，增加國人對於食品風險與管理之認知，促使風險溝通有效性，促進國人對食物、食品與營養科學資訊親近，提升自主健康管理之有效性。<br/>,389,黃***軒,2017/06/1211:45,衛生福利部,已分派,已回復
46199,請開放GMP檢驗查核結果,GMP檢驗查核結果,廠商、認證類別、認證編號、食品項目、抽驗結果、抽查時間、工廠地址,做食物生產檢驗控管與監督，提升國民食品安全。<br/>,278,黃***軒,2017/06/1211:49,"經濟部,衛生福利部",已分派,已回復
46200,農林漁牧業者名錄,農林漁牧開放資料,廠商名稱、聯絡電話、住址、負責人、營業內容<br/>數量或面積或產量...等,"知道在農林漁牧產業裡,比例分布為何.<br/><br/>可得知生產量,供需的平衡及可能的汙染量,藥劑量.<br/><br/>也能整合在地理資訊系統裡!",238,s***n,2017/06/1212:15,行政院主計總處,已分派,已回復
46202,請開放國家標準CNS規範資料,國家標準CNS規範資料,標準總號、標準名稱、標準英文、標準狀態、標準規範內容、適用範圍、公告日期、標準類號、國際分類碼、規格，目前標準文件需付費購買,對食安相關標準及法規提出增修建議。亦可了解市售食品之品質、標示、成分、廣告內容是否合法。<br/>,1778,黃***軒,2017/06/1214:38,經濟部,已分派,已回復
46203,請開放食藥署各級專家委員會名單,食藥署各級專家委員會名單,委員會名稱、委員背景、委員經歷、任期、委員連任次數與總年數、開會紀錄、會議成員利益迴避比例、專家會議會議記錄,對於食品安全政策與執行情形，全民可共同參與並監督，增加國人對於食品風險與管理之認知，促使風險溝通有效性，促進國人對食物、食品與營養科學資訊親近，提升自主健康管理之有效性。,265,黃***軒,2017/06/1214:41,衛生福利部,已分派,已回復
46208,請開放各縣市學校網路流量即時狀況,各縣市學校網路流量即時狀況,學校名、縣市別、線路類別、網路使用頻寬、集縮比、單月費用、網路受補助費用、每日網路流量變化圖、檢測時間,了解各縣市學術網路規劃與使用狀況，目標於各地教育資源較貧乏地區推動線上學習。進行教育公平性透明化及政策監督。<br/>,655,黃***軒,2017/06/1216:17,教育部,已分派,已回復
46209,請開放各級教育單位正式代理教師比例及開缺狀況,各級教育單位正式代理教師比例及開缺狀況,縣市、學校名稱、區域類型(偏鄉/特偏)、既有正式教師人數（佔比）、既有代理教師人數（佔比）、年度開缺正式教師、年度開缺代理教師人數、資料年度、國高中小級別,了解各縣市教育單位的師資需求、教育資源的穩定性，以供民間提出資源及協助,401,黃***軒,2017/06/1216:23,教育部,已分派,已回復
46210,請開放全國大專院校入學獎助學金,全國大專院校入學獎助學金,大專院校名、獎助學金名稱、獎助金額、開放申請名額、申請通過名額、年度,協助在學生選填志願時的參考並進行落點分析<br/>,259,黃***軒,2017/06/1216:35,教育部,已分派,已回復
46211,請開放大專院校各校英語能力畢業通過率,大專院校各校英語能力畢業通過率,大學院校名稱、英語能力畢業成績門檻、英語畢業測驗考試人數、英語能力畢業門檻通過比率、年度,進行大專校院英語教學與成效驗收，突破以往英語畢業人數盲點，期望精確地提供老師及學生相對應的英語學習教材並提供改善學生英語能力之解決方案。<br/>,209,黃***軒,2017/06/1216:40,教育部,已分派,已回復
46212,請開放中央及地方頒布之教育政策,中央及地方頒布之教育政策,中央地方政府、教育政策名、政策內容概述、政策依據、頒布時間、施行時間、政策頒布字號,期望有統一的政策公布管道，改善教育政策資訊雜亂問題，讓民間教學單位及產業得以掌握政策實行現況。<br/>,401,黃***軒,2017/06/1216:44,教育部,已分派,已回復
46213,請開放大專院校學生修課及格學習情況,大專院校學生修課及格學習情況,大專院校名稱、課程科目、科系、及格比率、平均成績、年度、縣市地區、修課學生平均年齡,判斷學生學習及畢業後生涯規劃走向，協助教師做教學評估，加強教育服務效能，以提升國家教育發展前瞻性。<br/>,251,黃***軒,2017/06/1216:46,教育部,已分派,已回復
46215,請開放大專院校畢業就業率情況,大專院校畢業就業率情況,大專院校名稱、畢業科系、畢業學生就業率、畢業學生平均求職所需時間、畢業工作平均起薪,判斷學生學習及畢業後生涯規劃走向，協助教師做教學評估，加強教育服務效能，以提升國家教育發展前瞻性。<br/>,372,黃***軒,2017/06/1217:44,教育部,已分派,已回復
46216,請開放社區大學課程清單統計資料,社區大學課程清單統計資料,縣市別、社區大學名稱、開課數量、開課清單、年度、課程學分、課程費用、課程教師,掌握社區大學之發展概況，促進公眾對於社區大學之關心與相關研究，有利於我國成人高等教育發展，便利全台35萬社大學員。<br/>,472,黃***軒,2017/06/1217:48,教育部,已分派,已回復
46217,請開放社區大學地區分班數,社區大學地區分班數,縣市別、社區大學名稱、地區分班據點數量、分班據點地址、分班開設時間,掌握社區大學之發展概況，促進公眾對於社區大學之關心與相關研究，有利於我國成人高等教育發展，便利全台35萬社大學員。<br/>,336,黃***軒,2017/06/1217:54,教育部,已分派,已回復
46218,請開放各學校可上網電腦設備配備情形,各學校可上網電腦設備配備情形,學校名稱、學生數量、班級數量、可上網電腦數、是否有Wifi環境,進行e-learning導入的可行性評估及推廣目標對象設定，更了解城鄉e-learning的推廣瓶頸，能更精準掌握e-learning服務推廣使用對象。<br/>,1129,黃***軒,2017/06/1217:56,"嘉義市政府,基隆市政府,屏東縣政府,臺北市政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府",已分派,未回復
46219,請開放中小學各學校設立安親班情形,中小學各學校設立安親班情形,學校名稱、學生數量、班級數量、是否設立課後安親托兒服務、安親托兒服務人數、安親托兒年級、安親托兒男女比,進行e-learning導入的可行性評估及推廣目標對象設定，更了解城鄉e-learning的推廣瓶頸，能更精準掌握e-learning服務推廣使用對象。<br/>,1564,黃***軒,2017/06/1218:00,"嘉義市政府,基隆市政府,屏東縣政府,臺北市政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府",已分派,未回復
46220,請開放教育部成語典,教育部成語典,字詞、注音、相似詞、相反詞、參考詞語、釋義、典源、典故、書證、用法說明,應用於輸入法或其他免費App提供民眾服務，解決文字輸入時需要查詢解釋很麻煩的問題，減少民眾及學生文字錯別字，增加國民語文素質，便利全台300萬學生、老師，以及數百萬的上班族。<br/>,456,黃***軒,2017/06/1218:02,教育部,已分派,已回復
46221,請開放教育部重編國語辭典,教育部重編國語辭典,字詞、注音、相似詞、相反詞、釋義,應用於輸入法或其他免費App提供民眾服務，解決文字輸入時需要查詢解釋很麻煩的問題，減少民眾及學生文字錯別字，增加國民語文素質，便利全台300萬學生、老師，以及數百萬的上班族。<br/>,497,黃***軒,2017/06/1218:10,教育部,已分派,已回復
46222,請開放台灣各工業區進駐廠商與產業型態資訊,台灣各工業區進駐廠商與產業型態資訊,所屬工業區、地址、廠商名稱、個股代號、產業類別、營業額,有助於個產業與個工業區的產業型態分析、台灣各產業供應練之組成等議題分析<br/>,330,黃***軒,2017/06/1218:17,經濟部,已分派,已回復
46223,請開放各地機構照顧服務員執照持有情況（去個資）,各地機構照顧服務員執照持有情況（去個資）,縣市地區、照顧機構名稱、照顧機構聯繫資訊、照服員人數、照顧服務員去個資名單、領證日期、照服員執照編號,幫雇主解決醫療看護上聘用到非法看護的問題，讓合法看護可以透過APP服務來尋找合適的雇主，讓雇主可以安心找安護，讓看護行業更透明化、公開化。<br/>,338,黃***軒,2017/06/1218:43,衛生福利部,已分派,已回復
